Link,Text
"April 5, 2019, 7:49 a.m. Humanist 32.598",Not FoundThe requested resource was not found on this server.
"April 6, 2019, 7:19 a.m. Humanist 32.599",Not FoundThe requested resource was not found on this server.
"April 6, 2019, 7:22 a.m. Humanist 32.600",Not FoundThe requested resource was not found on this server.
"April 6, 2019, 7:25 a.m. Humanist 32.601",Not FoundThe requested resource was not found on this server.
"April 8, 2019, 6:06 a.m. Humanist 32.602",Not FoundThe requested resource was not found on this server.
"April 9, 2019, 6:10 a.m. Humanist 32.603",Not FoundThe requested resource was not found on this server.
"April 9, 2019, 6:11 a.m. Humanist 32.604",Not FoundThe requested resource was not found on this server.
"April 10, 2019, 6:02 a.m. Humanist 32.605",Not FoundThe requested resource was not found on this server.
"April 11, 2019, 6:16 a.m. Humanist 32.606",Not FoundThe requested resource was not found on this server.
"April 11, 2019, 6:18 a.m. Humanist 32.607",Not FoundThe requested resource was not found on this server.
"April 13, 2019, 4:37 a.m. Humanist 32.608",Not FoundThe requested resource was not found on this server.
"April 13, 2019, 4:40 a.m. Humanist 32.609",Not FoundThe requested resource was not found on this server.
"April 13, 2019, 7:46 a.m. Humanist 32.610",Not FoundThe requested resource was not found on this server.
"April 14, 2019, 6:28 a.m. Humanist 32.611",Not FoundThe requested resource was not found on this server.
"April 15, 2019, 6:57 a.m. Humanist 32.612",Not FoundThe requested resource was not found on this server.
"April 15, 2019, 6:58 a.m. Humanist 32.613",Not FoundThe requested resource was not found on this server.
"April 16, 2019, 5:54 a.m. Humanist 32.614",Not FoundThe requested resource was not found on this server.
"April 16, 2019, 5:57 a.m. Humanist 32.615",Not FoundThe requested resource was not found on this server.
"April 17, 2019, 6:09 a.m. Humanist 32.616",Not FoundThe requested resource was not found on this server.
"April 18, 2019, 6:33 a.m. Humanist 32.617",Not FoundThe requested resource was not found on this server.
"April 18, 2019, 6:35 a.m. Humanist 32.618",Not FoundThe requested resource was not found on this server.
"April 18, 2019, 6:38 a.m. Humanist 32.619",Not FoundThe requested resource was not found on this server.
"April 19, 2019, 5:49 a.m. Humanist 32.620",Not FoundThe requested resource was not found on this server.
"April 19, 2019, 5:50 a.m. Humanist 32.621",Not FoundThe requested resource was not found on this server.
"April 20, 2019, 4:56 a.m. Humanist 32.622",Not FoundThe requested resource was not found on this server.
"April 20, 2019, 5:10 a.m. Humanist 32.623",Not FoundThe requested resource was not found on this server.
"April 23, 2019, 5:57 a.m. Humanist 32.624",Not FoundThe requested resource was not found on this server.
"April 24, 2019, 5:54 a.m. Humanist 32.625",Not FoundThe requested resource was not found on this server.
"April 24, 2019, 8:53 a.m. Humanist 32.626",Not FoundThe requested resource was not found on this server.
"April 24, 2019, 8:54 a.m. Humanist 32.627",Not FoundThe requested resource was not found on this server.
"April 25, 2019, 5:59 a.m. Humanist 32.628",Not FoundThe requested resource was not found on this server.
"April 26, 2019, 6:05 a.m. Humanist 32.629",Not FoundThe requested resource was not found on this server.
"April 26, 2019, 6:10 a.m. Humanist 32.630",Not FoundThe requested resource was not found on this server.
"April 27, 2019, 8:06 a.m. Humanist 32.631",Not FoundThe requested resource was not found on this server.
"April 27, 2019, 8:07 a.m. Humanist 32.632",Not FoundThe requested resource was not found on this server.
"April 27, 2019, 8:13 a.m. Humanist 32.633",Not FoundThe requested resource was not found on this server.
"April 29, 2019, 7:05 a.m. Humanist 32.634",Not FoundThe requested resource was not found on this server.
"April 30, 2019, 7:51 a.m. Humanist 32.635",Not FoundThe requested resource was not found on this server.
"April 30, 2019, 7:52 a.m. Humanist 32.636",Not FoundThe requested resource was not found on this server.
"May 1, 2019, 6 a.m. Humanist 32.637",Not FoundThe requested resource was not found on this server.
"May 1, 2019, 6:08 a.m. Humanist 32.638",Not FoundThe requested resource was not found on this server.
"May 1, 2019, 6:14 a.m. Humanist 32.639",Not FoundThe requested resource was not found on this server.
"May 2, 2019, 6:20 a.m. Humanist 32.640",Not FoundThe requested resource was not found on this server.
"May 3, 2019, 5:39 a.m. Humanist 32.641",Not FoundThe requested resource was not found on this server.
"May 3, 2019, 5:41 a.m. Humanist 32.642",Not FoundThe requested resource was not found on this server.
"May 3, 2019, 5:42 a.m. Humanist 32.643",Not FoundThe requested resource was not found on this server.
"May 3, 2019, 6:30 a.m. Humanist 32.644",Not FoundThe requested resource was not found on this server.
"May 4, 2019, 7:01 a.m. Humanist 32.645",Not FoundThe requested resource was not found on this server.
"May 4, 2019, 7:02 a.m. Humanist 32.646",Not FoundThe requested resource was not found on this server.
"May 4, 2019, 7:04 a.m. Humanist 32.647",Not FoundThe requested resource was not found on this server.
"May 5, 2019, 6:40 a.m. Humanist 32.648",Not FoundThe requested resource was not found on this server.
Volume 32,"


Humanist Discussion Group - Volume 32





Home
About
 Subscribe
Search
 Member Area





Humanist Archives: Volume 32


Oct. 31, 2018, 7:30 a.m. Humanist 32.144 - volume and issue numbering
Oct. 31, 2018, 7:31 a.m. Humanist 32.145 - postdoc at Boulder, Colorado
Oct. 31, 2018, 7:36 a.m. Humanist 32.146 - Canadian Society for Digital Humanities/ Société canadienne des humanités numériques 2019
Oct. 31, 2018, 7:45 a.m. Humanist 32.147 - relocation and rebirth
Oct. 31, 2018, 8:32 a.m. Humanist 32.148 - wayfinding?
Nov. 1, 2018, 7:26 a.m. Humanist 32.149 - digests vs daily postings
Nov. 1, 2018, 7:31 a.m. Humanist 32.150 - wayfinding
Nov. 1, 2018, 7:49 a.m. Humanist 32.151 - Zuckerberg's monster
Nov. 2, 2018, 7:57 a.m. Humanist 32.152 - wayfinding; human-computer relations
Nov. 2, 2018, 8:01 a.m. Humanist 32.153 - Zuckerberg's monster
Nov. 3, 2018, 7:37 a.m. Humanist 32.154 - digesting & other improvements to Humanist
Nov. 3, 2018, 7:45 a.m. Humanist 32.155 - events: ACH 2019; AIUCD 2019; surveillance capitalism
Nov. 3, 2018, 7:49 a.m. Humanist 32.156 - Zuckerberg's monster
Nov. 3, 2018, 7:50 a.m. Humanist 32.157 - lecturer/senior lecturer (Exeter)
Nov. 4, 2018, 7:15 a.m. Humanist 32.158 - new papers: on ambiguity; on virtual reading
Nov. 6, 2018, 10:36 a.m. Humanist 32.159 - events: AIUCD 2019; Intimacy in the age of AI
Nov. 6, 2018, 10:38 a.m. Humanist 32.160 - events: Archives Unleashed cfp
Nov. 6, 2018, 11:26 a.m. Humanist 32.161 - is it necessary to catch the hares?
Nov. 7, 2018, 6:04 a.m. Humanist 32.162 - machine translation today
Nov. 7, 2018, 6:43 a.m. Humanist 32.163 - releasing the hares
Nov. 7, 2018, 6:45 a.m. Humanist 32.164 - postdoc at Helsinki
Nov. 7, 2018, 6:46 a.m. Humanist 32.165 - Flanders & Jannidis, eds., The Shape of Data
Nov. 8, 2018, 6:48 a.m. Humanist 32.166 - lectureship at King's College London
Nov. 8, 2018, 6:49 a.m. Humanist 32.167 - events: biographical data
Nov. 8, 2018, 7:23 a.m. Humanist 32.168 - releasing the hares
Nov. 8, 2018, 10:30 a.m. Humanist 32.169 - on annotation?
Nov. 9, 2018, 6:53 a.m. Humanist 32.170 - events: Global Digital Humanities Symposium
Nov. 9, 2018, 7:02 a.m. Humanist 32.171 - pubs: RIDE on digital text collections and corpora
Nov. 9, 2018, 7:12 a.m. Humanist 32.172 - on annotation
Nov. 10, 2018, 7:48 a.m. Humanist 32.173 - on annotation
Nov. 10, 2018, 7:49 a.m. Humanist 32.174 - Python course online
Nov. 10, 2018, 7:51 a.m. Humanist 32.175 - directorship at Colorado Boulder
Nov. 10, 2018, 8:26 a.m. Humanist 32.176 - releasing the hares
Nov. 11, 2018, 2:28 p.m. Humanist 32.177 - releasing the hares
Nov. 12, 2018, 7:18 a.m. Humanist 32.178 - releasing the hares
Nov. 12, 2018, 7:25 a.m. Humanist 32.179 - Winter school in animation history
Nov. 13, 2018, 5:53 a.m. Humanist 32.180 - Releasing hares
Nov. 13, 2018, 5:59 a.m. Humanist 32.181 - Position in digital humanities (Louvain)
Nov. 13, 2018, 6:14 a.m. Humanist 32.182 - DH2019 cfp
Nov. 14, 2018, 5:26 a.m. Humanist 32.183 - Events: workshop (Lausanne)
Nov. 14, 2018, 5:59 a.m. Humanist 32.184 - The art of the overview?
Nov. 15, 2018, 5:35 a.m. Humanist 32.185 - Asst. professor (Pittsburgh)
Nov. 15, 2018, 5:37 a.m. Humanist 32.186 - The art of the overview
Nov. 15, 2018, 5:43 a.m. Humanist 32.187 - Events: annotation and metrics
Nov. 16, 2018, 12:19 p.m. Humanist 32.188 - Format of postings
Nov. 16, 2018, 12:33 p.m. Humanist 32.189 - Women Writers Online news
Nov. 16, 2018, 12:37 p.m. Humanist 32.190 - Back in the day?
Nov. 16, 2018, 12:43 p.m. Humanist 32.191 - Ethics of assistive tech?
Nov. 16, 2018, 1:16 p.m. Humanist 32.192 - Pubs: ancient perspectives on technology cfp
Nov. 16, 2018, 1:17 p.m. Humanist 32.193 - Overworked?
Nov. 16, 2018, 1:32 p.m. Humanist 32.194 - Global DH Symposium 2019
Nov. 16, 2018, 1:33 p.m. Humanist 32.195 - On Zoho Docs
Nov. 17, 2018, 8:15 a.m. Humanist 32.196 - Overworked, with opportunities
Nov. 17, 2018, 8:17 a.m. Humanist 32.197 - Back in the day
Nov. 17, 2018, 8:19 a.m. Humanist 32.198 - Format of postings & limitations of devices
Nov. 18, 2018, 6:42 a.m. Humanist 32.199 - Overworked, with opportunities
Nov. 18, 2018, 6:47 a.m. Humanist 32.200 - Back in the day
Nov. 18, 2018, 6:55 a.m. Humanist 32.201 - Format of postings & limitations of devices
Nov. 19, 2018, 6:11 a.m. Humanist 32.202 - pubs: Umanistica Digitale
Nov. 19, 2018, 6:13 a.m. Humanist 32.203 - format of postings & limitations of devices
Nov. 19, 2018, 6:17 a.m. Humanist 32.204 - overworked, with opportunities
Nov. 20, 2018, 6:22 a.m. Humanist 32.205 - overworked, with opportunities
Nov. 20, 2018, 6:37 a.m. Humanist 32.206 - limitations of devices
Nov. 20, 2018, 9:08 a.m. Humanist 32.207 - Interactive Spanish Silver Age
Nov. 21, 2018, 5:01 a.m. Humanist 32.208 - limitations of devices
Nov. 21, 2018, 5:04 a.m. Humanist 32.209 - overworked, with opportunities
Nov. 21, 2018, 5:05 a.m. Humanist 32.210 - a holiday greeting
Nov. 22, 2018, 6:05 a.m. Humanist 32.211 - releasing the hares; stemmatics
Nov. 22, 2018, 6:07 a.m. Humanist 32.212 - events: Summer workshops; the T Day & metaphor
Nov. 22, 2018, 6:14 a.m. Humanist 32.213 - limitations of devices
Nov. 22, 2018, 6:44 a.m. Humanist 32.214 - the psychoanalysis of everyday computing?
Nov. 23, 2018, 6:18 a.m. Humanist 32.215 - the psychoanalysis of everyday computing
Nov. 23, 2018, 6:19 a.m. Humanist 32.216 - limitations of devices
Nov. 23, 2018, 6:21 a.m. Humanist 32.217 - teaching historical languages
Nov. 24, 2018, 5:16 a.m. Humanist 32.218 - the psychoanalysis of everyday computing
Nov. 24, 2018, 5:17 a.m. Humanist 32.219 - limitations of devices
Nov. 24, 2018, 5:19 a.m. Humanist 32.220 - positions at Durham
Nov. 25, 2018, 6:50 a.m. Humanist 32.221 - the psychoanalysis of everyday computing
Nov. 25, 2018, 6:51 a.m. Humanist 32.222 - limitations of devices
Nov. 26, 2018, 6:23 a.m. Humanist 32.223 - limitations of devices
Nov. 26, 2018, 6:25 a.m. Humanist 32.224 - releasing the hares
Nov. 26, 2018, 6:26 a.m. Humanist 32.225 - the psychoanalysis of everyday computing
Nov. 27, 2018, 6:05 a.m. Humanist 32.226 - platforms & tools for editing?
Nov. 27, 2018, 6:15 a.m. Humanist 32.227 - pubs: EU copyright proposals; Hirmeos Newsletter
Nov. 27, 2018, 6:17 a.m. Humanist 32.228 - Willard McCarty Fellowship at King's College London
Nov. 27, 2018, 6:19 a.m. Humanist 32.229 - PhD studentship in material mathematics
Nov. 27, 2018, 6:30 a.m. Humanist 32.230 - limitations of devices
Nov. 28, 2018, 6:25 a.m. Humanist 32.231 - limitations of devices
Nov. 28, 2018, 6:27 a.m. Humanist 32.232 - MA, digital art history (Duke)
Nov. 28, 2018, 6:28 a.m. Humanist 32.233 - events: computational spectatorship
Nov. 28, 2018, 6:34 a.m. Humanist 32.234 - pubs: archives of early history in DH
Nov. 29, 2018, 6:46 a.m. Humanist 32.235 - pubs: Models and Modelling
Nov. 30, 2018, 4:56 a.m. Humanist 32.236 - pubs: Shape of Data; Applied History
Nov. 30, 2018, 4:58 a.m. Humanist 32.237 - Willard McCarty Fellowship 2018-2019 is open
Dec. 1, 2018, 7:20 a.m. Humanist 32.238 - events: on annotation; scholarly communication
Dec. 2, 2018, 6:43 a.m. Humanist 32.239 - PhD studentship; professorships (Vienna)
Dec. 3, 2018, 6:46 a.m. Humanist 32.240 - divining and gaming?
Dec. 4, 2018, 6:08 a.m. Humanist 32.241 - positions at Washington, Michigan
Dec. 4, 2018, 6:09 a.m. Humanist 32.242 - PhD studentship at Sheffield
Dec. 4, 2018, 6:10 a.m. Humanist 32.243 - summer school (Heidelberg)
Dec. 4, 2018, 6:12 a.m. Humanist 32.244 - position paper on open access
Dec. 4, 2018, 6:17 a.m. Humanist 32.245 - influence of digital humanities?
Dec. 5, 2018, 6:16 a.m. Humanist 32.246 - influence of digital humanities
Dec. 5, 2018, 6:18 a.m. Humanist 32.247 - positions at the Austrian Academy
Dec. 5, 2018, 6:22 a.m. Humanist 32.248 - events: Hackathon (Vienna)
Dec. 6, 2018, 6:46 a.m. Humanist 32.249 - research in the digital environment?
Dec. 6, 2018, 6:50 a.m. Humanist 32.250 - influence of digital humanities
Dec. 7, 2018, 6:31 a.m. Humanist 32.251 - pubs: teaching coding
Dec. 7, 2018, 6:38 a.m. Humanist 32.252 - influence of digital humanities
Dec. 8, 2018, 6:57 a.m. Humanist 32.253 - teaching coding
Dec. 8, 2018, 6:59 a.m. Humanist 32.254 - digital studies cluster hire (Michigan)
Dec. 8, 2018, 7:02 a.m. Humanist 32.255 - a theory of the corpus?
Dec. 8, 2018, 7:04 a.m. Humanist 32.256 - events: scholarly digital editions
Dec. 8, 2018, 7:06 a.m. Humanist 32.257 - influence of digital humanities
Dec. 9, 2018, 6:12 a.m. Humanist 32.258 - teaching coding
Dec. 9, 2018, 6:56 a.m. Humanist 32.259 - influence of digital humanities
Dec. 11, 2018, 6:20 a.m. Humanist 32.260 - divining and gaming
Dec. 11, 2018, 6:22 a.m. Humanist 32.261 - pubs: on Tim Ingold's anthropology 
Dec. 11, 2018, 6:26 a.m. Humanist 32.262 - call for nominations to the ACH Exec
Dec. 11, 2018, 6:32 a.m. Humanist 32.263 - events: libraries
Dec. 12, 2018, 4:46 a.m. Humanist 32.264 - pubs: on political organisation & online democracy
Dec. 12, 2018, 6:46 a.m. Humanist 32.265 - events: Electronic Literature 2019
Dec. 13, 2018, 7:46 a.m. Humanist 32.266 - wanted: software engineers; DH fellow
Dec. 14, 2018, 5:34 a.m. Humanist 32.267 - pubs: editions as interfaces
Dec. 15, 2018, 7:07 a.m. Humanist 32.268 - encoding for teaching?
Dec. 15, 2018, 7:43 a.m. Humanist 32.269 - in your genes/DNA?
Dec. 16, 2018, 6:01 a.m. Humanist 32.270 - in your genes/DNA
Dec. 17, 2018, 6:05 a.m. Humanist 32.271 - in your genes/DNA
Dec. 17, 2018, 6:10 a.m. Humanist 32.272 - positions in media & arts (Duke Kunshan)
Dec. 18, 2018, 6:11 a.m. Humanist 32.273 - pubs: tools for editing; printing arts
Dec. 18, 2018, 6:15 a.m. Humanist 32.274 - in your genes/DNA
Dec. 19, 2018, 5:17 a.m. Humanist 32.275 - in your genes/DNA
Dec. 19, 2018, 5:22 a.m. Humanist 32.276 - events: multimodal visual (Passau)
Dec. 20, 2018, 9:47 a.m. Humanist 32.277 - ways of forgetting?
Dec. 20, 2018, 9:49 a.m. Humanist 32.278 - events: Electronic Literature 2019
Dec. 20, 2018, 9:50 a.m. Humanist 32.279 - summer school: the humanit"
"May 7, 2020, 7:18 a.m. Humanist 34.1",Not FoundThe requested resource was not found on this server.
"May 7, 2020, 7:20 a.m. Humanist 34.2",Not FoundThe requested resource was not found on this server.
"May 7, 2020, 7:25 a.m. Humanist 34.3",Not FoundThe requested resource was not found on this server.
"May 7, 2020, 7:27 a.m. Humanist 34.4",Not FoundThe requested resource was not found on this server.
"May 7, 2020, 8:59 a.m. Humanist 34.5",Not FoundThe requested resource was not found on this server.
"May 7, 2020, 9:15 a.m. Humanist 34.6",Not FoundThe requested resource was not found on this server.
"May 8, 2020, 8:35 a.m. Humanist 34.7",Not FoundThe requested resource was not found on this server.
"May 8, 2020, 8:38 a.m. Humanist 34.8",Not FoundThe requested resource was not found on this server.
"May 8, 2020, 8:39 a.m. Humanist 34.9",Not FoundThe requested resource was not found on this server.
"May 9, 2020, 7:59 a.m. Humanist 34.10",Not FoundThe requested resource was not found on this server.
"May 11, 2020, 8:01 a.m. Humanist 34.11",Not FoundThe requested resource was not found on this server.
"May 12, 2020, 7:53 a.m. Humanist 34.12",Not FoundThe requested resource was not found on this server.
"May 12, 2020, 8:01 a.m. Humanist 34.13",Not FoundThe requested resource was not found on this server.
"May 13, 2020, 8 a.m. Humanist 34.14",Not FoundThe requested resource was not found on this server.
"May 13, 2020, 8:01 a.m. Humanist 34.15",Not FoundThe requested resource was not found on this server.
"May 13, 2020, 8:04 a.m. Humanist 34.16",Not FoundThe requested resource was not found on this server.
"May 14, 2020, 8:09 a.m. Humanist 34.17",Not FoundThe requested resource was not found on this server.
"May 14, 2020, 8:15 a.m. Humanist 34.18",Not FoundThe requested resource was not found on this server.
"May 14, 2020, 8:17 a.m. Humanist 34.19",Not FoundThe requested resource was not found on this server.
"May 14, 2020, 8:22 a.m. Humanist 34.20",Not FoundThe requested resource was not found on this server.
"May 15, 2020, 8:14 a.m. Humanist 34.21",Not FoundThe requested resource was not found on this server.
"May 15, 2020, 8:18 a.m. Humanist 34.22",Not FoundThe requested resource was not found on this server.
"May 15, 2020, 8:19 a.m. Humanist 34.23",Not FoundThe requested resource was not found on this server.
"May 16, 2020, 8:42 a.m. Humanist 34.24",Not FoundThe requested resource was not found on this server.
"May 16, 2020, 8:45 a.m. Humanist 34.25",Not FoundThe requested resource was not found on this server.
"May 17, 2020, 9:21 a.m. Humanist 34.26",Not FoundThe requested resource was not found on this server.
"May 18, 2020, 11:26 a.m. Humanist 34.27",Not FoundThe requested resource was not found on this server.
"May 18, 2020, 11:27 a.m. Humanist 34.28",Not FoundThe requested resource was not found on this server.
"May 18, 2020, 11:35 a.m. Humanist 34.29",Not FoundThe requested resource was not found on this server.
"May 19, 2020, 8:39 a.m. Humanist 34.30",Not FoundThe requested resource was not found on this server.
"May 19, 2020, 8:48 a.m. Humanist 34.31",Not FoundThe requested resource was not found on this server.
"May 19, 2020, 8:52 a.m. Humanist 34.32",Not FoundThe requested resource was not found on this server.
"May 19, 2020, 8:58 a.m. Humanist 34.33",Not FoundThe requested resource was not found on this server.
"May 20, 2020, 7:51 a.m. Humanist 34.34",Not FoundThe requested resource was not found on this server.
"May 20, 2020, 7:56 a.m. Humanist 34.35",Not FoundThe requested resource was not found on this server.
"May 20, 2020, 8:24 a.m. Humanist 34.36",Not FoundThe requested resource was not found on this server.
"May 20, 2020, 8:27 a.m. Humanist 34.37",Not FoundThe requested resource was not found on this server.
"May 20, 2020, 8:27 a.m. Humanist 34.38",Not FoundThe requested resource was not found on this server.
"May 21, 2020, 8:58 a.m. Humanist 34.39",Not FoundThe requested resource was not found on this server.
"May 21, 2020, 9 a.m. Humanist 34.40",Not FoundThe requested resource was not found on this server.
"May 21, 2020, 9:01 a.m. Humanist 34.41",Not FoundThe requested resource was not found on this server.
"May 21, 2020, 9:02 a.m. Humanist 34.42",Not FoundThe requested resource was not found on this server.
"May 21, 2020, 9:04 a.m. Humanist 34.43",Not FoundThe requested resource was not found on this server.
"May 22, 2020, 6:30 a.m. Humanist 34.44",Not FoundThe requested resource was not found on this server.
"May 22, 2020, 6:33 a.m. Humanist 34.45",Not FoundThe requested resource was not found on this server.
"May 22, 2020, 6:47 a.m. Humanist 34.46",Not FoundThe requested resource was not found on this server.
"May 22, 2020, 6:48 a.m. Humanist 34.47",Not FoundThe requested resource was not found on this server.
"May 22, 2020, 7 a.m. Humanist 34.48",Not FoundThe requested resource was not found on this server.
"May 23, 2020, 9:22 a.m. Humanist 34.49",Not FoundThe requested resource was not found on this server.
"May 23, 2020, 9:43 a.m. Humanist 34.50",Not FoundThe requested resource was not found on this server.
"May 23, 2020, 9:52 a.m. Humanist 34.51",Not FoundThe requested resource was not found on this server.
"May 23, 2020, 9:54 a.m. Humanist 34.52",Not FoundThe requested resource was not found on this server.
"May 24, 2020, 9:58 a.m. Humanist 34.53",Not FoundThe requested resource was not found on this server.
"May 25, 2020, 8:07 a.m. Humanist 34.54",Not FoundThe requested resource was not found on this server.
"May 25, 2020, 8:15 a.m. Humanist 34.55",Not FoundThe requested resource was not found on this server.
